species	OTU
X14835-987-2495-Archaea-Crenarchaeota-Thermoprotei-Thermoproteales-Thermofilaceae-Thermofilum-Thermofilum-pendens	otu550
AB063639-1-1338-Archaea-Crenarchaeota-Thermoprotei-Thermoproteales-Thermoproteaceae-Vulcanisaeta-Vulcanisaeta-distributa	otu551
AB078332-1-1498-Archaea-Crenarchaeota-Thermoprotei-Thermoproteales-Thermoproteaceae-Pyrobaculum-Pyrobaculum-calidifontis	otu552
AJ277124-39-1418-Archaea-Crenarchaeota-Thermoprotei-Thermoproteales-Thermoproteaceae-Pyrobaculum-Pyrobaculum-arsenaticum	otu553
L07511-1-1474-Archaea-Crenarchaeota-Thermoprotei-Thermoproteales-Thermoproteaceae-Pyrobaculum-Pyrobaculum-islandicum	otu554
NR_102765-2-Thermoproteus-neutrophilus-strain-V24Sta-16S-ribosomal-RNA-partial-sequence	otu555
AB013926-1-1642-Archaea-Crenarchaeota-Thermoprotei-Thermoproteales-Thermoproteaceae-Caldivirga-Caldivirga-maquilingensis	otu556
CP000493-1664038-1665353-Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Pyrodictiaceae-Hyperthermus-Hyperthermus-butylicus-DSM-5456	otu557
CP002098-1279164-1280671-Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Ignisphaeraceae-Ignisphaera-Ignisphaera-aggregans-DSM-17230	otu558
AY350586-1-1451-Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-Acidilobus-Acidilobus-saccharovorans-345-15	otu559
U38361-1-1429-Archaea-Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Metallosphaera-Metallosphaera-sedula	otu560
AY247893-1-1394-Archaea-Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Saccharolobus-Sulfolobus-islandicus	otu561
ACUK01000046-42815-44299-Archaea-Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Saccharolobus-Sulfolobus-solfataricus-98-2	otu562
NR_074348-1-Sulfolobus-tokodaii-strain-7-16S-ribosomal-RNA-complete-sequence	otu563
JQ346764-1-1278-Archaea-Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus-Sulfolobus-acidocaldarius	otu564
AJ012645-1-1372-Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Staphylothermus-Staphylothermus-hellenicus	otu565
X99560-1-1442-Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Staphylothermus-Staphylothermus-marinus	otu566
NR_116216-1-Desulfurococcus-kamchatkensis-16S-ribosomal-RNA-complete-sequence	otu567
X99556-1-1432-Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Thermosphaera-Thermosphaera-aggregans	otu568
AJ318042-1-1382-Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Ignicoccaceae-Ignicoccus-Ignicoccus-hospitalis	otu569
AB263907-1-1388-Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Acidilobaceae-Aeropyrum-Aeropyrum-pernix	otu570
U82237-1-1396-Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Thermococcus-Thermococcus-barophilus	otu571
AJ238992-1-1305-Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Thermococcus-Thermococcus-sibiricus	otu572
JN244020-1-1454-Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Thermococcus-Thermococcus-sp-PK-2011-	otu573
GM015893-2023506-2024981-Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Thermococcus-Thermococcus-kodakarensis-KOD1	otu574
CP000855-1278100-1279595-Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Thermococcus-Thermococcus-onnurineus-NA1	otu575
AY206705-1-1370-Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Thermococcus-Thermococcus-gammatolerans	otu576
AB603518-1-1321-Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Pyrococcus-Pyrococcus-furiosus	otu577
AX041106-205053-206536-Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Pyrococcus-Pyrococcus-abyssi	otu578
BA000001-190975-192469-Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Pyrococcus-Pyrococcus-horikoshii-OT3	otu579
AB301476-1-1400-Archaea-Euryarchaeota-Methanopyri-Methanopyrales-Methanopyraceae-Methanopyrus-Methanopyrus-kandleri	otu580
KY684738-1-1155-Archaea-Euryarchaeota-Methanobacteria-Methanobacteriales-Methanothermobacteriaceae-Methanothermobacter-Methanothermobacter-marburgensis	otu581
JX878363-1-1263-Archaea-Euryarchaeota-Methanobacteria-Methanobacteriales-Methanothermobacteriaceae-Methanothermobacter-Methanothermobacter-thermautotrophicus	otu582
AY196666-1-1260-Archaea-Euryarchaeota-Methanobacteria-Methanobacteriales-Methanobacteriaceae-Methanobrevibacter-Methanobrevibacter-ruminantium	otu583
AY196684-1-1261-Archaea-Euryarchaeota-Methanobacteria-Methanobacteriales-Methanobacteriaceae-Methanosphaera-Methanosphaera-stadtmanae	otu584
U55234-1-1341-Archaea-Euryarchaeota-Methanobacteria-Methanobacteriales-Methanobacteriaceae-Methanobrevibacter-Methanobrevibacter-smithii	otu585
M32222-1566-3046-Archaea-Euryarchaeota-Methanobacteria-Methanobacteriales-Methanothermaceae-Methanothermus-Methanothermus-fervidus	otu586
AH003995-2-Methanosaeta-thermophila-strain-CALS-1-16S-ribosomal-RNA-partial-sequence	otu587
AB196288-1-1437-Archaea-Halobacterota-Methanocellia-Methanocellales-Methanocellaceae-Methanocella-Methanocella-paludicola-SANAE	otu588
AJ002476-1-1411-Archaea-Halobacterota-Methanosarcinia-Methanosarciniales-Methanosarcinaceae-Methanosarcina-Methanosarcina-barkeri	otu589
JN413085-1-905-Archaea-Halobacterota-Methanosarcinia-Methanosarciniales-Methanosarcinaceae-Methanosarcina-Methanosarcina-mazei	otu590
FR733675-1-1467-Archaea-Halobacterota-Methanosarcinia-Methanosarciniales-Methanosarcinaceae-Methanohalobium-Methanohalobium-evestigatum	otu591
M59133-1-1421-Archaea-Halobacterota-Methanosarcinia-Methanosarciniales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus-mahii-DSM-5219	otu592
X65537-1-1476-Archaea-Halobacterota-Methanosarcinia-Methanosarciniales-Methanosarcinaceae-Methanococcoides-Methanococcoides-burtonii	otu593
HI592326-1-918-Archaea-Halobacterota-Methanosarcinia-Methanosarciniales-Methanosarcinaceae-Methanosarcina-Methanosarcina-acetivorans	otu594
NR_102902-1-Methanoplanus-petrolearius-strain-DSM-11571-16S-ribosomal-RNA-complete-sequence	otu595
EU722338-1-1310-Archaea-Halobacterota-Methanomicrobia-Methanomicrobiales-Methanomicrobiaceae-Methanoculleus-Methanoculleus-marisnigri	otu596
KY684739-1-1157-Archaea-Halobacterota-Methanomicrobia-Methanomicrobiales-Methanospirillaceae-Methanospirillum-Methanospirillum-hungatei	otu597
EU156000-1-1465-Archaea-Halobacterota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanosphaerula-Methanosphaerula-palustris	otu598
EU887810-1-1435-Archaea-Halobacterota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula-boonei	otu599
AY260436-1-1409-Archaea-Halobacterota-Methanomicrobia-Methanomicrobiales-Methanocorpusculaceae-Methanocorpusculum-Methanocorpusculum-labreanum	otu600
X82170-1-1464-Archaea-Halobacterota-Halobacteria-Halobacterales-Haloferacaceae-Halorubrum-Halorubrum-lacusprofundi	otu601
KJ875321-1-1050-Archaea-Halobacterota-Halobacteria-Halobacterales-Halomicrobiaceae-Natronomonas-Natronomonas-pharaonis	otu602
AH000908-910-2411-Archaea-Halobacterota-Halobacteria-Halobacterales-Halobacteriaceae-Halobacterium-Halobacterium-salinarum	otu603
EF645691-1-1472-Archaea-Halobacterota-Halobacteria-Halobacterales-Halomicrobiaceae-Halomicrobium-Halomicrobium-mukohataei	otu604
X61688-1-1472-Archaea-Halobacterota-Halobacteria-Halobacterales-Halomicrobiaceae-Haloarcula-Haloarcula-marismortui	otu605
JF700518-1-1412-Archaea-Halobacterota-Halobacteria-Halobacterales-Halomicrobiaceae-Halorhabdus-Halorhabdus-utahensis	otu606
EF077632-1-1330-Archaea-Halobacterota-Halobacteria-Halobacterales-Halococcaceae-Halalkalicoccus-Halalkalicoccus-jeotgali-B3	otu607
KJ875352-1-1249-Archaea-Halobacterota-Halobacteria-Halobacterales-Haloferacaceae-Halogeometricum-Halogeometricum-borinquense	otu608
U68540-1-1471-Archaea-Halobacterota-Halobacteria-Halobacterales-Haloferacaceae-Haloferax-Haloferax-volcanii	otu609
FR746099-66889-68360-Archaea-Halobacterota-Halobacteria-Halobacterales-Haloferacaceae-Haloquadratum-Haloquadratum-walsbyi-C23	otu610
AB004878-1-1473-Archaea-Halobacterota-Halobacteria-Halobacterales-Haloferacaceae-Haloterrigena-Haloterrigena-turkmenica	otu611
X72495-157-1622-Archaea-Halobacterota-Halobacteria-Halobacterales-Haloferacaceae-Natrialba-Natrialba-magadii	otu612
CP001941-1422348-1423820-Archaea-Thermoplasmatota-Thermoplasmata-Acidiprofundales-Aciduliprofundaceae-Aciduliprofundum-Aciduliprofundum-boonei-T469	otu613
M38637-979-2449-Archaea-Thermoplasmatota-Thermoplasmata-Thermoplasmatales-Thermoplasmataceae-Thermoplasma-Thermoplasma-acidophilum	otu614
AJ299215-1-1411-Archaea-Thermoplasmatota-Thermoplasmata-Thermoplasmatales-Thermoplasmataceae-Thermoplasma-Thermoplasma-volcanium	otu615
CP004145-726048-727518-Archaea-Thermoplasmatota-Thermoplasmata-Thermoplasmatales-Ferroplasmaceae-Ferroplasma-Ferroplasma-acidarmanus-fer1	otu616
AE017261-470727-472195-Archaea-Thermoplasmatota-Thermoplasmata-Thermoplasmatales-Picrophilaceae-Picrophilus-Picrophilus-torridus-DSM-9790	otu617
BD250981-5818-7276-Archaea-Crenarchaeota-Nitrososphaeria-Nitrosopumilales-Nitrosopumilaceae-Cenarchaeum-Cenarchaeum-symbiosum	otu618
JQ346765-1-1346-Archaea-Crenarchaeota-Nitrososphaeria-Nitrosopumilales-Nitrosopumilaceae-Candidatus-Nitrosopumilus-Nitrosopumilus-maritimus-SCM1	otu619
AF056938-1-1398-Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanocaldococcaceae-Methanocaldococcus-Methanocaldococcus-fervens	otu620
AF051404-1-1424-Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanocaldococcaceae-Methanocaldococcus-Methanocaldococcus-vulcanius	otu621
AB095162-1-1057-Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanocaldococcaceae-Methanocaldococcus-Methanocaldococcus-sp-Mc-2-85	otu622
KF952471-1-1142-Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanocaldococcaceae-Methanocaldococcus-Methanocaldococcus-infernus	otu623
L77117-157985-159459-Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanocaldococcaceae-Methanocaldococcus-Methanocaldococcus-jannaschii-DSM-2661	otu624
AB057722-1-1392-Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanococcaceae-Methanothermococcus-Methanothermococcus-okinawensis	otu625
AY196675-1-1257-Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanococcaceae-Methanococcus-Methanococcus-vannielii	otu626
JQ346753-1-1262-Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanococcaceae-Methanococcus-Methanococcus-maripaludis	otu627
U38488-1-1415-Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanococcaceae-Methanococcus-Methanococcus-voltae	otu628
U39016-1-1419-Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanococcaceae-Methanococcus-Methanococcus-aeolicus	otu629
JQ045861-1-1487-Archaea-Halobacterota-Archaeoglobi-Archaeoglobales-Archaeoglobaceae-Archaeoglobus-Archaeoglobus-fulgidus	otu630
AJ299219-1-1500-Archaea-Halobacterota-Archaeoglobi-Archaeoglobales-Archaeoglobaceae-Archaeoglobus-Archaeoglobus-profundus	otu631
AJ299217-1-1492-Archaea-Halobacterota-Archaeoglobi-Archaeoglobales-Archaeoglobaceae-Ferroglobus-Ferroglobus-placidus	otu632
AJ318041-1-1500-Archaea-Nanoarchaeota-Nanoarchaeia-Nanoarchaeales-Nanoarchaeaceae-Nanoarchaeum-Nanoarchaeum-equitans	otu633
L07510-1-2210-Archaea-Crenarchaeota-Thermoprotei-Thermoproteales-Thermoproteaceae-Pyrobaculum-Pyrobaculum-aerophilum	otu634
NR_027542-1-Thermotoga-lettingae-TMO-16S-ribosomal-RNA-partial-sequence	otu635
AJ401018-1-1512-Bacteria-Thermotogota-Thermotogae-Thermotogales-Thermotogaceae-Thermotoga-Thermotoga-sp-KOL6	otu636
AJ872268-40096-41656-Bacteria-Thermotogota-Thermotogae-Thermotogales-Thermotogaceae-Thermotoga-Thermotoga-naphthophila	otu637
AJ872269-21833-23393-Bacteria-Thermotogota-Thermotogae-Thermotogales-Thermotogaceae-Thermotoga-Thermotoga-petrophila	otu638
AJ401024-1-1511-Bacteria-Thermotogota-Thermotogae-Thermotogales-Thermotogaceae-Thermotoga-Thermotoga-neapolitana	otu639
AJ401017-1-1509-Bacteria-Thermotogota-Thermotogae-Thermotogales-Thermotogaceae-Thermotoga-Thermotoga-maritima	otu640
M83140-1-1403-Bacteria-Thermotogota-Thermotogae-Thermotogales-Fervidobacteriaceae-Thermosipho-Thermosipho-africanus	otu641
Z70248-1-1512-Bacteria-Thermotogota-Thermotogae-Thermotogales-Fervidobacteriaceae-Thermosipho-Thermosipho-melanesiensis	otu642
CP000771-1283967-1285328-Bacteria-Thermotogota-Thermotogae-Thermotogales-Fervidobacteriaceae-Fervidobacterium-Fervidobacterium-nodosum-Rt17-B1	otu643
EU980631-27879-29424-Bacteria-Thermotogota-Thermotogae-Kosmotogales-Kosmotogaceae-Kosmotoga-Kosmotoga-olearia-TBF-19-5-1	otu644
KC800692-1-1517-Bacteria-Thermotogota-Thermotogae-Kosmotogales-Kosmotogaceae-Mesotoga-Thermotogales-bacterium-PhosAc3	otu645
Y15479-1-1473-Bacteria-Thermotogota-Thermotogae-Petrotogales-Petrotogaceae-Petrotoga-Petrotoga-mobilis	otu646
FR749909-1-2952-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Zymomonas-Zymomonas-mobilis-subsp-francensis	otu647
AB231858-1-1461-Bacteria-Nitrospirota-Thermodesulfovibrionia-Thermodesulfovibrionales-Thermodesulfovibrionaceae-Thermodesulfovibrio-Thermodesulfovibrio-yellowstonii	otu648
CU466930-1269106-1270460-Bacteria-Cloacimonadota-Cloacimonadia-Cloacimonadales-Cloacimonadaceae-Candidatus-Cloacimonas-Candidatus-Cloacimonas-acidaminovorans-str-Evry	otu649
AY187057-1-1408-Bacteria-Spirochaetota-Brachyspirae-Brachyspirales-Brachyspiraceae-Brachyspira-Brachyspira-pilosicoli	otu650
DQ922558-1-1433-Bacteria-Spirochaetota-Brachyspirae-Brachyspirales-Brachyspiraceae-Brachyspira-Brachyspira-hyodysenteriae	otu651
EF164975-1-1433-Bacteria-Spirochaetota-Brachyspirae-Brachyspirales-Brachyspiraceae-Brachyspira-Brachyspira-murdochii	otu652
DJ129006-2-1376-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Treponema-Treponema-denticola	otu653
AX201185-1-1530-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Treponema-Treponema-pallidum	otu654
GU397952-1-1434-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Treponema-Treponema-vincentii	otu655
U42288-1-1523-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Borrelia-Borrelia-duttonii	otu656
U42300-1-1524-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Borrelia-Borrelia-recurrentis	otu657
U42292-1-1523-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Borrelia-Borrelia-hermsii	otu658
U42299-1-1523-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Borrelia-Borrelia-turicatae	otu659
AJ225165-1-1371-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Borreliella-Borrelia-sp-	otu660
NR_074854-1-Borreliella-bavariensis-strain-PBi-16S-ribosomal-RNA-partial-sequence	otu661
AB007450-1-1367-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Borreliella-Borrelia-garinii	otu662
AM182231-1-1389-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Borreliella-Borrelia-spielmanii	otu663
AB022143-1-1522-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Borreliella-Borrelia-valaisiana	otu664
X85197-1-1488-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Borreliella-Borrelia-afzelii	otu665
ABCW02000003-273115-274652-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Borreliella-Borrelia-burgdorferi-Bol26	otu666
NR_027585-1-Spirochaeta-smaragdinae-DSM-11293-strain-SEBR-4228-16S-ribosomal-RNA-partial-sequence	otu667
X62809-1-1333-Bacteria-Spirochaetota-Spirochaetia-Spirochaetales-Spirochaetaceae-Spirochaeta-Spirochaeta-thermophila	otu668
AM490846-1-1395-Bacteria-Elusimicrobiota-Elusimicrobia-Elusimicrobiales-Elusimicrobiaceae-Elusimicrobium-Elusimicrobium-minutum	otu669
AJ307981-1-1516-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Ilyobacter-Ilyobacter-polytropus	otu670
X77850-1-1511-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium-Fusobacterium-mortiferum	otu671
AJ867040-1-1492-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium-Fusobacterium-sp-RMA-1065	otu672
X55412-1-1333-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium-Fusobacterium-ulcerans	otu673
CS600375-6-1450-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium-Fusobacterium-varium	otu674
AF543300-1-1479-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium-Fusobacterium-nucleatum	otu675
AJ810271-1-1344-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium-Fusobacterium-periodonticum	otu676
X55410-1-1333-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium-Fusobacterium-gonidiaformans	otu677
FJ577259-1-1486-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Leptotrichiaceae-Leptotrichia-Leptotrichia-goodfellowii	otu678
L37788-1-1468-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Leptotrichiaceae-Leptotrichia-Leptotrichia-buccalis	otu679
JQ346732-1-1367-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Leptotrichiaceae-Leptotrichia-Leptotrichia-hofstadii	otu680
KR150994-1-1455-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Leptotrichiaceae-Sebaldella-Sebaldella-termitidis	otu681
JQ087393-1-1506-Bacteria-Fusobacteriota-Fusobacteriia-Fusobacteriales-Leptotrichiaceae-Streptobacillus-Streptobacillus-moniliformis	otu682
AY691430-1-1358-Bacteria-Campylobacterota-Campylobacteria-Nautiliales-Nautiliaceae-Caminibacter-Caminibacter-mediatlanticus	otu683
AF357197-1-1498-Bacteria-Campylobacterota-Campylobacteria-Nautiliales-Nautiliaceae-Nautilia-Nautilia-profundicola-AmH	otu684
AP009178-1859976-1861516-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Nitratiruptoraceae-Nitratiruptor-Nitratiruptor-sp-SB155-2	otu685
AB080644-1-1400-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Sulfurimonadaceae-Sulfuricurvum-Sulfuricurvum-kujiense	otu686
AB088432-1-1438-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Sulfurimonadaceae-Sulfurimonas-Sulfurimonas-autotrophica	otu687
L40808-1-1446-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Sulfurimonadaceae-Sulfurimonas-Sulfurimonas-denitrificans	otu688
HZ486670-1-1480-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Helicobacteraceae-Wolinella-Wolinella-succinogenes	otu689
EU589201-1-1259-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Helicobacteraceae-Helicobacter-Helicobacter-cinaedi	otu690
AJ007931-1-1621-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Helicobacteraceae-Helicobacter-Helicobacter-hepaticus	otu691
U51873-1-1604-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Helicobacteraceae-Helicobacter-Helicobacter-bilis	otu692
U51871-1-1426-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Helicobacteraceae-Helicobacter-Helicobacter-felis	otu693
AM260522-151802-153302-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Helicobacteraceae-Helicobacter-Helicobacter-acinonychis-str-Sheeba	otu694
AF535195-1-1410-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Helicobacteraceae-Helicobacter-Helicobacter-pylori	otu695
HZ485739-9-1487-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Helicobacteraceae-Helicobacter-Helicobacter-winghamensis	otu696
AY323502-1-1446-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Helicobacteraceae-Helicobacter-Helicobacter-canadensis	otu697
FJ236465-1-1326-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Helicobacteraceae-Helicobacter-Helicobacter-pullorum-NCTC-12824	otu698
LS483446-123721-125207-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Helicobacteraceae-Helicobacter-Helicobacter-mustelae	otu699
FJ814746-1-1448-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Sulfurospirillaceae-Sulfurospirillum-uncultured-Campylobacterales-bacterium	otu700
Y13671-1-1431-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Sulfurospirillaceae-Sulfurospirillum-Sulfurospirillum-deleyianum	otu701
AF550631-1-1417-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Campylobacteraceae-Campylobacter-Campylobacter-lari	otu702
AF550644-1-1417-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Campylobacteraceae-Campylobacter-Campylobacter-upsaliensis	otu703
AF550623-1-1417-Bacteria-Campylobacterota-Campylobacteria-Campylobacterales-Campylobacteraceae-Campylobacter-Campylobacter-coli	otu704
